               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 137,            0.027792,            0.030738,          0.00084466,             0.92669,             0.82858,             0.87155,             0.52357,            0.026838,            0.096368,           0.0005836,           0.0084546,           0.0084546,           0.0084546
                 138,             0.02811,            0.032338,           0.0008395,             0.86065,             0.84828,             0.86299,             0.50596,            0.029643,             0.10586,          0.00053847,           0.0084333,           0.0084333,           0.0084333
                 139,            0.027629,            0.033383,          0.00080907,             0.89246,             0.73303,             0.82356,             0.49747,            0.028047,             0.10432,           0.0011136,           0.0084118,           0.0084118,           0.0084118
                 140,            0.025973,            0.032693,          0.00098141,             0.88207,             0.83761,              0.8635,             0.51691,            0.027904,             0.10066,          0.00061075,           0.0083901,           0.0083901,           0.0083901
                 141,            0.025691,            0.033708,          0.00079074,             0.87182,             0.80451,             0.83755,             0.48997,            0.028905,             0.10089,          0.00068825,           0.0083684,           0.0083684,           0.0083684
                 142,            0.026818,            0.026024,          0.00072421,             0.85966,             0.85006,             0.86459,             0.49847,            0.033944,             0.10408,          0.00056907,           0.0083466,           0.0083466,           0.0083466
                 143,            0.027183,            0.028133,          0.00069717,             0.83443,             0.84151,             0.83162,             0.47376,            0.028826,             0.10116,          0.00057361,           0.0083246,           0.0083246,           0.0083246
                 144,            0.024608,            0.028684,          0.00066644,              0.7524,             0.60906,             0.65757,             0.43592,            0.031556,             0.11948,           0.0018587,           0.0083025,           0.0083025,           0.0083025
                 145,            0.026876,            0.032461,          0.00080961,             0.90292,             0.81231,             0.86567,             0.50286,            0.028456,             0.10653,          0.00060947,           0.0082804,           0.0082804,           0.0082804
                 146,            0.026185,            0.032052,           0.0007275,             0.85075,             0.84008,             0.84525,             0.48732,            0.028451,             0.10946,          0.00085917,           0.0082581,           0.0082581,           0.0082581
                 147,            0.025933,             0.03194,          0.00070887,             0.88334,             0.78231,              0.8167,             0.50697,            0.028363,             0.10939,          0.00077701,           0.0082357,           0.0082357,           0.0082357
                 148,            0.023881,            0.035238,          0.00067827,             0.80493,             0.61856,             0.65015,             0.43403,            0.031735,             0.11857,           0.0031299,           0.0082132,           0.0082132,           0.0082132
                 149,            0.028491,             0.03217,          0.00065385,             0.79261,             0.58675,             0.59984,             0.40156,            0.030843,             0.11891,           0.0015762,           0.0081906,           0.0081906,           0.0081906
                 150,            0.025136,            0.027489,           0.0006939,             0.77028,             0.76634,             0.75854,             0.47937,            0.029747,             0.10022,           0.0010303,           0.0081679,           0.0081679,           0.0081679
                 151,            0.027307,             0.03273,          0.00074041,             0.82783,             0.81719,              0.8176,             0.49898,            0.029003,             0.10182,          0.00082887,            0.008145,            0.008145,            0.008145
                 152,            0.025622,            0.037487,          0.00072857,             0.80192,             0.78769,             0.77294,             0.45421,            0.031262,             0.10491,          0.00071206,           0.0081221,           0.0081221,           0.0081221
                 153,            0.026919,            0.059974,          0.00066015,             0.86635,             0.82078,              0.8548,             0.52819,            0.028137,             0.10038,           0.0005461,           0.0080991,           0.0080991,           0.0080991
                 154,            0.023785,            0.030687,          0.00071941,             0.79291,             0.86687,             0.83793,             0.50413,             0.02807,            0.099729,          0.00056282,           0.0080759,           0.0080759,           0.0080759
                 155,            0.026864,            0.031965,          0.00065859,             0.82274,             0.80949,              0.8148,             0.48875,            0.030559,             0.10527,          0.00072736,           0.0080527,           0.0080527,           0.0080527
                 156,            0.024698,            0.030212,          0.00078368,             0.73623,             0.56897,             0.60479,              0.4053,            0.033251,             0.12247,           0.0034423,           0.0080294,           0.0080294,           0.0080294
                 157,            0.025629,             0.03323,          0.00071446,             0.78667,             0.82521,             0.79474,             0.49197,            0.029408,             0.10418,          0.00075689,           0.0080059,           0.0080059,           0.0080059
                 158,            0.024338,            0.029296,          0.00066081,             0.79408,             0.77652,             0.76868,             0.48845,            0.028301,             0.10021,          0.00092162,           0.0079824,           0.0079824,           0.0079824
                 159,            0.026163,            0.034042,           0.0006748,             0.72181,             0.65167,             0.65667,             0.43681,            0.031887,             0.10572,           0.0017997,           0.0079588,           0.0079588,           0.0079588
                 160,            0.027828,             0.03495,          0.00082074,             0.80675,             0.77061,             0.75206,             0.46758,              0.0304,             0.10027,          0.00079089,            0.007935,            0.007935,            0.007935
                 161,            0.024709,            0.030771,          0.00067765,             0.84673,             0.83098,             0.84591,             0.52086,            0.028133,            0.098255,          0.00051783,           0.0079112,           0.0079112,           0.0079112
                 162,            0.025668,            0.027952,          0.00066741,             0.85958,             0.86693,             0.86997,             0.51668,            0.028004,             0.10234,          0.00052432,           0.0078873,           0.0078873,           0.0078873
                 163,            0.025366,            0.028304,           0.0007188,             0.90705,             0.83301,             0.86934,             0.51118,            0.026926,              0.1007,          0.00052441,           0.0078633,           0.0078633,           0.0078633
                 164,            0.024463,            0.030854,          0.00069685,             0.83242,              0.8095,             0.81436,             0.49442,            0.027005,             0.10064,          0.00060438,           0.0078392,           0.0078392,           0.0078392
                 165,            0.027322,            0.039049,          0.00076828,             0.86838,             0.85397,             0.86826,             0.51468,            0.027093,            0.095943,          0.00053866,            0.007815,            0.007815,            0.007815
                 166,            0.022936,            0.030183,          0.00062054,             0.85483,             0.79894,             0.82798,             0.50046,            0.027289,             0.10612,          0.00052116,           0.0077907,           0.0077907,           0.0077907
                 167,             0.02618,            0.036441,          0.00061174,              0.9184,             0.80002,             0.85113,             0.51621,            0.027778,            0.099736,          0.00050956,           0.0077663,           0.0077663,           0.0077663
                 168,            0.023952,            0.029951,          0.00064159,             0.85142,             0.71033,             0.73636,             0.45955,            0.029506,             0.10578,           0.0010762,           0.0077418,           0.0077418,           0.0077418
                 169,            0.025311,             0.02993,           0.0017064,             0.85813,             0.82391,             0.85085,              0.5143,            0.027107,            0.099111,          0.00051957,           0.0077173,           0.0077173,           0.0077173
                 170,            0.023364,            0.032324,          0.00054765,             0.79811,             0.60132,             0.65582,             0.43184,            0.031408,             0.12487,           0.0021002,           0.0076926,           0.0076926,           0.0076926
                 171,            0.024647,            0.030365,          0.00059602,             0.82891,             0.82318,             0.81524,             0.49298,            0.028271,            0.098793,          0.00049725,           0.0076679,           0.0076679,           0.0076679
                 172,            0.023372,            0.027216,          0.00065676,             0.86726,             0.82962,             0.84405,             0.49279,            0.029194,              0.1046,          0.00051457,           0.0076431,           0.0076431,           0.0076431
                 173,            0.025788,            0.029786,          0.00079268,             0.88326,             0.79499,             0.83414,             0.50785,            0.029457,            0.097923,          0.00060457,           0.0076182,           0.0076182,           0.0076182
                 174,            0.023414,            0.029092,          0.00069979,             0.90041,             0.82444,             0.87927,             0.53621,             0.02664,            0.094499,          0.00052095,           0.0075932,           0.0075932,           0.0075932
                 175,            0.024401,             0.02801,          0.00059761,             0.80982,             0.77124,             0.78068,             0.50118,            0.027962,             0.10159,          0.00070861,           0.0075681,           0.0075681,           0.0075681
                 176,            0.026305,            0.032985,          0.00061431,             0.78265,               0.794,             0.79602,              0.4919,            0.028747,            0.099273,          0.00056877,            0.007543,            0.007543,            0.007543
                 177,            0.025799,            0.027736,          0.00068204,             0.80237,             0.84719,             0.84224,             0.51284,            0.027972,             0.10124,          0.00054502,           0.0075177,           0.0075177,           0.0075177
                 178,            0.025626,            0.032629,          0.00058313,             0.76916,             0.77463,             0.76344,             0.48734,            0.028824,             0.11925,           0.0013037,           0.0074924,           0.0074924,           0.0074924
                 179,            0.025536,            0.028264,          0.00063197,             0.83054,             0.85617,             0.83763,             0.51054,            0.027499,             0.10714,          0.00050714,            0.007467,            0.007467,            0.007467
                 180,            0.024228,            0.031154,          0.00069125,             0.90469,             0.75907,             0.83236,             0.50527,            0.026498,             0.10156,          0.00050895,           0.0074416,           0.0074416,           0.0074416
                 181,            0.023823,            0.029659,            0.000643,             0.79759,              0.8087,             0.81468,             0.49488,            0.030022,             0.10287,          0.00055822,            0.007416,            0.007416,            0.007416
                 182,            0.023071,            0.026026,          0.00064881,             0.81647,             0.75686,             0.76511,             0.48671,            0.029575,             0.10673,           0.0010947,           0.0073904,           0.0073904,           0.0073904
                 183,             0.02327,             0.03178,          0.00068906,             0.86126,             0.80588,             0.83234,             0.51153,            0.026848,             0.10144,          0.00073992,           0.0073647,           0.0073647,           0.0073647
                 184,            0.022973,            0.027462,          0.00057505,             0.73573,             0.64816,             0.65815,             0.43814,            0.030623,             0.11167,           0.0013071,           0.0073389,           0.0073389,           0.0073389
                 185,            0.023127,            0.031206,          0.00058153,             0.89565,             0.84928,              0.8758,             0.51482,            0.026062,             0.10029,           0.0005346,           0.0073131,           0.0073131,           0.0073131
                 186,            0.024404,            0.030069,          0.00059368,             0.85843,             0.88777,             0.88879,             0.53025,            0.026952,              0.1019,          0.00048065,           0.0072872,           0.0072872,           0.0072872
                 187,            0.023887,            0.028103,          0.00064632,             0.86042,              0.8366,             0.84991,             0.50752,            0.026953,             0.10203,           0.0006114,           0.0072612,           0.0072612,           0.0072612
                 188,            0.022865,             0.03001,           0.0005549,             0.81285,             0.58974,             0.63625,             0.43066,            0.031112,             0.12092,           0.0018139,           0.0072351,           0.0072351,           0.0072351
                 189,            0.023479,            0.037905,          0.00058137,             0.98252,             0.47416,             0.48506,             0.35205,            0.036483,             0.12601,           0.0046607,            0.007209,            0.007209,            0.007209
                 190,             0.02466,             0.03223,          0.00065274,             0.76853,             0.59675,             0.62264,             0.42424,            0.030298,             0.11301,           0.0021745,           0.0071828,           0.0071828,           0.0071828
                 191,            0.024057,            0.041922,          0.00056914,             0.86871,             0.83342,              0.8626,             0.52367,            0.025507,            0.096984,          0.00043886,           0.0071566,           0.0071566,           0.0071566
                 192,             0.02503,            0.033393,          0.00059106,             0.78382,             0.58877,              0.6376,             0.42152,            0.030435,             0.10715,           0.0013714,           0.0071302,           0.0071302,           0.0071302
                 193,            0.023576,            0.031631,          0.00053783,             0.82622,             0.86885,             0.85358,             0.51822,            0.026939,             0.09758,          0.00042715,           0.0071039,           0.0071039,           0.0071039
                 194,            0.022435,            0.030454,           0.0006403,             0.82462,             0.82137,             0.82537,             0.49099,            0.027118,             0.10249,          0.00046314,           0.0070774,           0.0070774,           0.0070774
                 195,            0.024413,            0.031356,          0.00054058,             0.83524,             0.83899,             0.84749,             0.50937,            0.026652,             0.09976,           0.0004504,           0.0070509,           0.0070509,           0.0070509
                 196,            0.024424,            0.027819,          0.00060787,             0.82654,             0.85209,             0.83834,             0.51136,            0.027391,             0.10532,          0.00047451,           0.0070243,           0.0070243,           0.0070243
                 197,            0.025368,            0.031711,          0.00057843,             0.86683,             0.82931,             0.86275,             0.52868,            0.025492,            0.097959,          0.00045534,           0.0069977,           0.0069977,           0.0069977
                 198,            0.022475,            0.030774,           0.0005245,             0.79645,             0.84997,             0.82966,             0.48785,            0.029607,             0.10414,          0.00047204,            0.006971,            0.006971,            0.006971
                 199,            0.022578,            0.029014,          0.00059311,             0.82907,             0.81351,             0.81256,             0.50604,             0.02687,            0.099913,          0.00049724,           0.0069442,           0.0069442,           0.0069442
                 200,            0.022494,            0.031136,          0.00053825,             0.80244,             0.86887,             0.83825,             0.49838,            0.026084,              0.0998,          0.00047989,           0.0069174,           0.0069174,           0.0069174
                 201,            0.025054,            0.034056,          0.00063764,             0.84005,             0.79288,             0.79899,             0.49367,            0.027076,             0.10137,          0.00047976,           0.0068906,           0.0068906,           0.0068906
                 202,            0.022721,            0.030107,          0.00063681,             0.89098,             0.81739,             0.84735,             0.52575,            0.025705,            0.097431,          0.00043232,           0.0068637,           0.0068637,           0.0068637
                 203,            0.022219,            0.029642,          0.00056054,             0.78868,             0.65541,             0.68407,             0.46296,            0.028807,             0.11256,           0.0012802,           0.0068367,           0.0068367,           0.0068367
                 204,            0.024733,             0.03514,          0.00061063,             0.85508,             0.87273,             0.87687,             0.52555,            0.027047,            0.097358,          0.00044393,           0.0068097,           0.0068097,           0.0068097
                 205,            0.022545,            0.029069,          0.00056687,             0.83447,             0.89224,             0.86973,             0.51919,            0.025764,            0.094229,          0.00043429,           0.0067826,           0.0067826,           0.0067826
                 206,            0.026091,             0.03566,           0.0022761,             0.88267,             0.80898,             0.84481,             0.49658,             0.02671,             0.09523,          0.00050731,           0.0067555,           0.0067555,           0.0067555
                 207,            0.023399,            0.028199,          0.00057288,             0.88518,             0.81894,             0.86174,             0.51927,            0.027522,            0.097885,          0.00044301,           0.0067283,           0.0067283,           0.0067283
                 208,            0.020718,            0.027654,          0.00055312,             0.88148,             0.79961,             0.84069,             0.52755,            0.028186,             0.10337,          0.00046275,           0.0067011,           0.0067011,           0.0067011
                 209,            0.025112,            0.036526,          0.00085185,             0.87251,             0.77654,             0.81601,             0.50072,            0.025557,             0.09736,           0.0004359,           0.0066738,           0.0066738,           0.0066738
                 210,            0.022157,            0.026811,          0.00062835,             0.80901,             0.79504,             0.80038,             0.50042,             0.02675,            0.097589,          0.00045136,           0.0066465,           0.0066465,           0.0066465
                 211,            0.023369,            0.028392,          0.00054182,             0.87177,             0.80386,             0.81367,             0.48907,            0.027386,             0.10524,            0.000542,           0.0066191,           0.0066191,           0.0066191
                 212,              0.0224,            0.027735,          0.00057946,             0.87179,             0.86363,             0.87473,             0.51621,            0.028153,            0.099676,          0.00043977,           0.0065917,           0.0065917,           0.0065917
                 213,            0.021919,            0.030756,          0.00053139,             0.84602,             0.81785,             0.82868,             0.50235,            0.026581,            0.094347,          0.00041448,           0.0065642,           0.0065642,           0.0065642
                 214,            0.024378,            0.025543,          0.00052228,              0.8432,              0.8583,             0.87841,             0.52698,            0.026881,             0.10097,          0.00046632,           0.0065368,           0.0065368,           0.0065368
                 215,            0.022855,            0.029078,          0.00053976,             0.87323,              0.8686,             0.88872,             0.52466,            0.026986,             0.11072,          0.00043759,           0.0065092,           0.0065092,           0.0065092
                 216,            0.023277,            0.048778,          0.00055741,             0.82887,             0.85073,             0.85734,             0.52314,            0.026348,            0.099219,          0.00040801,           0.0064816,           0.0064816,           0.0064816
                 217,            0.023414,            0.030683,          0.00051426,             0.89486,             0.83701,             0.88171,             0.53594,            0.025596,            0.098483,          0.00040711,            0.006454,            0.006454,            0.006454
                 218,            0.022746,            0.031121,          0.00047727,             0.87736,             0.83209,             0.86573,             0.52209,            0.027835,            0.096647,          0.00048228,           0.0064264,           0.0064264,           0.0064264
                 219,            0.021571,            0.027886,          0.00044523,             0.85089,             0.85873,             0.85286,             0.52675,            0.026871,            0.098256,          0.00042662,           0.0063987,           0.0063987,           0.0063987
                 220,            0.023331,            0.031848,          0.00049455,             0.85819,             0.85689,             0.85659,               0.522,            0.025297,            0.099609,          0.00039066,            0.006371,            0.006371,            0.006371
                 221,            0.020992,            0.030038,          0.00046191,             0.86284,             0.85783,             0.85767,             0.51915,            0.026561,             0.11029,          0.00039798,           0.0063432,           0.0063432,           0.0063432
                 222,             0.02133,            0.029208,          0.00045468,             0.88959,             0.83021,              0.8606,             0.52565,            0.025793,            0.097722,          0.00039422,           0.0063154,           0.0063154,           0.0063154
                 223,            0.021855,            0.029993,          0.00048216,             0.88624,              0.8421,             0.87794,             0.52002,            0.026616,            0.099463,          0.00041518,           0.0062876,           0.0062876,           0.0062876
                 224,            0.023069,            0.029279,          0.00052198,             0.83027,             0.78782,             0.80899,             0.49181,            0.026809,             0.10306,          0.00040264,           0.0062598,           0.0062598,           0.0062598
                 225,            0.020751,            0.029407,          0.00044908,             0.80724,             0.83648,             0.81286,             0.50118,             0.02681,             0.10759,          0.00040674,           0.0062319,           0.0062319,           0.0062319
                 226,            0.022705,            0.033449,          0.00042844,             0.85301,             0.83972,             0.86464,             0.51809,            0.025806,            0.093883,          0.00037964,            0.006204,            0.006204,            0.006204
                 227,            0.021461,            0.025468,          0.00056715,             0.82847,             0.84742,             0.82581,             0.49327,            0.026402,             0.09704,          0.00038708,            0.006176,            0.006176,            0.006176
                 228,            0.021104,             0.02766,          0.00050242,             0.86316,             0.86462,             0.87514,               0.517,            0.025658,             0.09786,          0.00040726,            0.006148,            0.006148,            0.006148
                 229,            0.022884,            0.029945,          0.00059607,             0.86836,             0.86042,             0.87684,             0.52101,            0.027105,            0.097481,           0.0003727,           0.0061201,           0.0061201,           0.0061201
                 230,            0.022544,            0.030245,          0.00047683,             0.81218,             0.82654,             0.82701,             0.49286,            0.027649,            0.098219,          0.00037429,            0.006092,            0.006092,            0.006092
                 231,            0.024367,            0.028727,          0.00054276,             0.84533,             0.86696,             0.86591,             0.51734,            0.026158,            0.096351,          0.00039112,            0.006064,            0.006064,            0.006064
                 232,            0.020913,            0.028832,          0.00045752,             0.82206,             0.89701,             0.86369,             0.52515,             0.02625,            0.097221,          0.00042853,           0.0060359,           0.0060359,           0.0060359
                 233,            0.021747,            0.029685,           0.0004857,             0.88838,             0.83088,             0.84946,             0.51343,            0.026688,            0.098307,          0.00042304,           0.0060079,           0.0060079,           0.0060079
                 234,            0.021622,            0.026935,          0.00056956,             0.86409,             0.86963,             0.87717,             0.52365,            0.026434,             0.10097,          0.00038989,           0.0059798,           0.0059798,           0.0059798
                 235,            0.020638,            0.025323,          0.00040253,             0.91503,              0.8245,             0.87708,             0.52217,            0.025546,            0.098632,           0.0003694,           0.0059516,           0.0059516,           0.0059516
                 236,            0.021283,            0.027097,          0.00045809,             0.87934,             0.79966,             0.84263,             0.51386,            0.026005,             0.10128,           0.0004065,           0.0059235,           0.0059235,           0.0059235
                 237,            0.022287,            0.032037,          0.00049647,             0.89415,             0.77885,             0.80605,              0.4928,            0.028493,             0.10689,          0.00082031,           0.0058953,           0.0058953,           0.0058953
                 238,            0.023208,            0.028216,           0.0018835,             0.87249,             0.83838,             0.85873,             0.50215,            0.027259,             0.10487,          0.00039059,           0.0058672,           0.0058672,           0.0058672
                 239,            0.021368,            0.024878,            0.000403,             0.85001,             0.88844,              0.8727,             0.52059,            0.025937,             0.10588,          0.00040233,            0.005839,            0.005839,            0.005839
                 240,            0.021976,            0.029368,          0.00051644,             0.83987,              0.8626,             0.84899,             0.51334,            0.025842,             0.10334,          0.00039603,           0.0058108,           0.0058108,           0.0058108
                 241,            0.020124,            0.028669,          0.00053024,             0.85871,             0.85262,             0.86474,             0.52743,            0.026054,            0.099428,          0.00039664,           0.0057826,           0.0057826,           0.0057826
                 242,            0.020968,             0.02743,          0.00037868,              0.7934,             0.79903,             0.78349,             0.48388,            0.027941,             0.10138,          0.00041354,           0.0057543,           0.0057543,           0.0057543
                 243,            0.019839,            0.028123,          0.00042073,             0.85327,             0.86779,             0.87158,              0.5062,            0.025636,            0.098824,          0.00036777,           0.0057261,           0.0057261,           0.0057261
                 244,            0.023324,            0.031756,          0.00051143,             0.81423,             0.83843,             0.81866,             0.49241,            0.026706,             0.10124,          0.00038766,           0.0056979,           0.0056979,           0.0056979
                 245,            0.022061,             0.02951,           0.0006784,             0.86907,             0.84835,             0.86274,             0.51595,            0.025891,            0.097803,          0.00037459,           0.0056696,           0.0056696,           0.0056696
                 246,            0.022317,            0.031405,          0.00041208,             0.88518,             0.85644,             0.88459,             0.51517,            0.025965,              0.0978,          0.00036311,           0.0056413,           0.0056413,           0.0056413
                 247,            0.019978,            0.031382,          0.00047296,             0.86377,             0.85639,              0.8786,             0.51762,            0.025787,             0.10094,          0.00035983,           0.0056131,           0.0056131,           0.0056131
                 248,            0.019907,            0.028547,          0.00037388,             0.85407,             0.83456,             0.84584,             0.50675,            0.026521,             0.10156,          0.00035487,           0.0055848,           0.0055848,           0.0055848
                 249,            0.021302,            0.029145,          0.00044339,             0.88003,             0.81015,             0.85382,             0.49751,            0.026574,            0.098954,          0.00037268,           0.0055565,           0.0055565,           0.0055565
                 250,             0.02275,            0.028445,          0.00053585,             0.86643,             0.83965,             0.84544,             0.50318,            0.026368,            0.098901,          0.00038398,           0.0055283,           0.0055283,           0.0055283
                 251,            0.020848,            0.024382,          0.00054464,              0.8458,             0.83973,             0.85693,              0.5116,            0.028081,              0.1062,          0.00038376,              0.0055,              0.0055,              0.0055
                 252,            0.020576,            0.030094,          0.00053506,             0.86779,             0.84369,             0.87348,             0.53018,            0.025693,            0.099721,          0.00035845,           0.0054717,           0.0054717,           0.0054717
                 253,            0.022308,            0.053589,          0.00045925,             0.87012,             0.84285,             0.87438,             0.52477,            0.026735,             0.10309,          0.00037966,           0.0054435,           0.0054435,           0.0054435
                 254,            0.020808,             0.02528,           0.0029097,             0.86667,             0.83268,             0.87521,             0.52217,            0.026086,             0.09996,          0.00037127,           0.0054152,           0.0054152,           0.0054152
                 255,            0.020122,            0.027516,          0.00037206,             0.87211,             0.83304,             0.86126,             0.51682,             0.02616,            0.098262,          0.00036103,           0.0053869,           0.0053869,           0.0053869
                 256,            0.021917,            0.032459,          0.00047855,             0.84186,             0.73252,             0.75397,             0.47654,            0.028295,             0.10822,           0.0004966,           0.0053587,           0.0053587,           0.0053587
                 257,            0.022722,            0.028611,          0.00045212,             0.83851,             0.79924,             0.83172,             0.50842,            0.027328,             0.10989,          0.00046855,           0.0053304,           0.0053304,           0.0053304
                 258,            0.022876,            0.027301,          0.00049498,             0.86147,             0.84868,             0.86634,             0.52033,            0.025759,            0.097781,          0.00034378,           0.0053021,           0.0053021,           0.0053021
                 259,            0.025258,            0.026649,          0.00061514,             0.87248,             0.87369,             0.88804,             0.52681,            0.026032,            0.098019,          0.00035837,           0.0052739,           0.0052739,           0.0052739
                 260,            0.022528,            0.028719,          0.00061127,             0.84785,             0.87115,             0.84597,             0.51585,            0.026362,             0.10025,          0.00035001,           0.0052457,           0.0052457,           0.0052457
                 261,            0.021682,            0.029175,          0.00041643,             0.85158,             0.87358,             0.87624,             0.51277,             0.02615,             0.10284,          0.00034227,           0.0052174,           0.0052174,           0.0052174
                 262,            0.023179,             0.02973,          0.00047505,             0.89141,             0.81889,             0.85566,             0.50758,            0.026139,            0.098638,          0.00034424,           0.0051892,           0.0051892,           0.0051892
                 263,            0.020283,            0.027281,          0.00046321,              0.7893,             0.83179,             0.79593,             0.50346,            0.026436,            0.098927,          0.00036201,            0.005161,            0.005161,            0.005161
                 264,            0.019875,             0.02817,            0.000426,             0.82808,             0.83502,             0.79953,             0.50664,            0.026731,             0.10839,          0.00043243,           0.0051328,           0.0051328,           0.0051328
                 265,            0.021417,            0.027226,          0.00053502,             0.87388,              0.8387,             0.86112,             0.50403,            0.025433,            0.096893,          0.00034384,           0.0051047,           0.0051047,           0.0051047
                 266,            0.022502,            0.026944,          0.00085091,             0.85043,             0.84608,             0.86012,             0.51774,             0.02685,            0.099195,          0.00036273,           0.0050765,           0.0050765,           0.0050765
                 267,            0.020703,            0.033823,          0.00048237,             0.84031,             0.85649,               0.855,             0.51958,            0.025781,             0.10035,          0.00034414,           0.0050484,           0.0050484,           0.0050484
                 268,            0.024719,            0.025117,           0.0020147,             0.84953,             0.86049,             0.86715,             0.51184,            0.026002,            0.098085,          0.00033412,           0.0050202,           0.0050202,           0.0050202
                 269,            0.021126,            0.048681,          0.00049417,             0.81403,             0.81877,             0.80655,             0.49727,            0.025912,             0.10583,          0.00034269,           0.0049921,           0.0049921,           0.0049921
                 270,            0.022474,            0.031044,          0.00054753,             0.87286,             0.81116,             0.83892,             0.50076,             0.02663,             0.10871,          0.00034256,           0.0049641,           0.0049641,           0.0049641
                 271,            0.019675,            0.026965,          0.00040047,              0.8379,              0.8199,              0.8279,             0.49538,            0.026493,             0.11049,          0.00034458,            0.004936,            0.004936,            0.004936
                 272,            0.021522,            0.056057,           0.0004657,             0.78489,             0.83196,             0.79502,             0.49838,            0.026096,             0.10686,          0.00034407,            0.004908,            0.004908,            0.004908
                 273,            0.020876,             0.02743,          0.00039321,             0.81375,             0.84847,             0.83621,             0.50054,            0.026573,             0.10673,          0.00034141,           0.0048799,           0.0048799,           0.0048799
                 274,            0.019415,            0.025534,          0.00036219,              0.8331,             0.86148,             0.86147,             0.51103,            0.026661,              0.1016,          0.00034613,            0.004852,            0.004852,            0.004852
